nodeA	nodeB	weight	sources
KPNB1	RANGAP1	1.0	BioGRID
KPNB1	RCC1	1.0	BioGRID
KPNB1	RECQL4	1.0	BioGRID
KPNB1	RUVBL2	1.0	BioGRID
KPNB1	SIX2	0.53	IntAct
KPNB1	SLC27A2	1.0	BioGRID
KPNB1	SMAD3	1.0	BioGRID
KPNB1	SMN1	1.0	BioGRID
KPNB1	SNAI1	1.0	BioGRID
KPNB1	STAU1	1.0	BioGRID
KPNB1	STK4	1.0	BioGRID
KPNB1	SUMO1	1.0	BioGRID
KPNB1	TAF10	1.0	BioGRID
KPNB1	TERF1	1.0	BioGRID
KPNB1	THRAP3	1.0	BioGRID
KPNB1	TNPO1	1.0	BioGRID
KPNB1	TOPBP1	1.0	BioGRID
KPNB1	TP53	1.0	BioGRID
KPNB1	TPTE	1.0	BioGRID+IntAct
KPNB1	TSR1	1.0	BioGRID+IntAct
KPNB1	UBE2I	1.0	BioGRID
KPNB1	UNC93B1	1.0	BioGRID
KPNB1	USP1	1.0	BioGRID
KPNB1	VCAM1	0.53	IntAct
KPNB1	XPO1	1.0	BioGRID
KPNB1	YBX1	1.0	BioGRID
KPNB1	YWHAE	1.0	BioGRID
KPRP	MMRN1	0.53	IntAct
KPRP	MRPL38	0.53	IntAct
KPRP	MYC	1.0	BioGRID
KPRP	TOX4	0.53	IntAct
KPRP	ZIC1	0.53	IntAct
KPRP	ZSCAN12	0.53	IntAct
KPTN	MAVS	0.53	IntAct
KPTN	MIOS	1.0	BioGRID
KPTN	NPRL2	1.0	BioGRID
KPTN	NPRL3	1.0	BioGRID
KPTN	PROSER2	0.53	IntAct
KPTN	RNASEH2A	0.53	IntAct
KPTN	SRPK1	0.44	IntAct
KPTN	TMCO4	0.53	IntAct
KPTN	VWCE	0.64	IntAct
KPTN	WDR24	1.0	BioGRID
KPTN	WDR59	1.0	BioGRID
KRAS	LAMTOR1	1.0	BioGRID
KRAS	LBR	1.0	BioGRID
KRAS	LEMD3	1.0	BioGRID
KRAS	LLGL1	1.0	BioGRID
KRAS	LMAN1	1.0	BioGRID
KRAS	LMNB1	1.0	BioGRID
KRAS	LNPEP	1.0	BioGRID
KRAS	LRRC57	1.0	BioGRID
KRAS	LSR	1.0	BioGRID
KRAS	LYN	1.0	BioGRID
KRAS	LZTR1	1.0	BioGRID
KRAS	MAP2K1	1.0	BioGRID
KRAS	MAP4K4	1.0	BioGRID
KRAS	MAPKAP1	1.0	BioGRID
KRAS	MARCKS	1.0	BioGRID
KRAS	MARCKSL1	1.0	BioGRID
KRAS	MARK1	1.0	BioGRID
KRAS	MARK2	1.0	BioGRID
KRAS	MARK3	1.0	BioGRID
KRAS	MARVELD2	1.0	BioGRID
KRAS	MBOAT7	1.0	BioGRID
KRAS	MCAM	1.0	BioGRID
KRAS	MICAL3	1.0	BioGRID
KRAS	MINK1	1.0	BioGRID
KRAS	MMGT1	1.0	BioGRID
KRAS	MPP1	1.0	BioGRID
KRAS	MPP7	1.0	BioGRID
KRAS	MPZL1	1.0	BioGRID
KRAS	MTOR	1.0	BioGRID
KRAS	NDC1	1.0	BioGRID
KRAS	NDRG1	1.0	BioGRID
KRAS	NDUFAF2	1.0	BioGRID
KRAS	NEDD4	1.0	BioGRID
KRAS	NF2	1.0	BioGRID
KRAS	NOTCH1	1.0	BioGRID
KRAS	NOTCH2	1.0	BioGRID
KRAS	NRAS	1.0	BioGRID
KRAS	NUMB	1.0	BioGRID
KRAS	NUMBL	1.0	BioGRID
KRAS	OCLN	1.0	BioGRID
KRAS	PACSIN2	1.0	BioGRID
KRAS	PAG1	1.0	BioGRID
KRAS	PAK4	1.0	BioGRID
KRAS	PANX1	1.0	BioGRID
KRAS	PARD3	1.0	BioGRID
KRAS	PAWR	1.0	BioGRID
KRAS	PEAK1	1.0	BioGRID
KRAS	PHLDB2	1.0	BioGRID
KRAS	PI4KA	1.0	BioGRID
KRAS	PIK3CA	1.0	BioGRID
KRAS	PIK3CG	1.0	BioGRID
KRAS	PIK3R2	1.0	BioGRID
KRAS	PKP2	1.0	BioGRID
KRAS	PKP4	1.0	BioGRID
KRAS	PLCH1	1.0	BioGRID
KRAS	PLEKHA1	1.0	BioGRID
KRAS	PLEKHA7	1.0	BioGRID
KRAS	PLK1	1.0	BioGRID
KRAS	PLXNA1	1.0	BioGRID
KRAS	PPFIA1	1.0	BioGRID
KRAS	PPFIBP1	1.0	BioGRID
KRAS	PPP1R9A	1.0	BioGRID
KRAS	PREB	1.0	BioGRID
KRAS	PSEN1	1.0	BioGRID
KRAS	PSMD12	1.0	BioGRID
KRAS	PTPN1	1.0	BioGRID
KRAS	PTPN14	1.0	BioGRID
KRAS	PTPRJ	1.0	BioGRID
KRAS	RAB13	1.0	BioGRID
KRAS	RAB1A	1.0	BioGRID
KRAS	RAB23	1.0	BioGRID
KRAS	RAB6A	1.0	BioGRID
KRAS	RABL3	1.0	BioGRID
KRAS	RAF1	1.0	BioGRID
KRAS	RALA	1.0	BioGRID
KRAS	RALGDS	1.0	BioGRID
KRAS	RAP1GDS1	1.0	BioGRID
KRAS	RASAL2	1.0	BioGRID
KRAS	RASSF2	1.0	BioGRID
KRAS	RELL1	1.0	BioGRID
KRAS	RHOA	1.0	BioGRID
KRAS	RICTOR	1.0	BioGRID
KRAS	ROCK1	1.0	BioGRID
KRAS	ROCK2	1.0	BioGRID
KRAS	ROR1	1.0	BioGRID
KRAS	ROR2	1.0	BioGRID
KRAS	RP2	1.0	BioGRID
KRAS	RPN1	1.0	BioGRID
KRAS	RPS6KA1	1.0	BioGRID
KRAS	SCAMP1	1.0	BioGRID
KRAS	SCARB1	1.0	BioGRID
KRAS	SCRIB	1.0	BioGRID
KRAS	SEC22B	1.0	BioGRID
KRAS	SEMA4C	1.0	BioGRID
KRAS	SEMA4D	1.0	BioGRID
KRAS	SETD7	1.0	BioGRID
KRAS	SHB	1.0	BioGRID
KRAS	SHISA2	1.0	BioGRID
KRAS	SHOC2	1.0	BioGRID+IntAct
KRAS	SLC12A7	1.0	BioGRID
KRAS	SLC16A1	1.0	BioGRID
KRAS	SLC1A5	1.0	BioGRID
KRAS	SLC20A1	1.0	BioGRID
KRAS	SLC20A2	1.0	BioGRID
KRAS	SLC26A2	1.0	BioGRID
KRAS	SLC29A1	1.0	BioGRID
KRAS	SLC30A1	1.0	BioGRID
KRAS	SLC38A2	1.0	BioGRID
KRAS	SLC39A10	1.0	BioGRID
KRAS	SLC39A14	1.0	BioGRID
KRAS	SLC39A6	1.0	BioGRID
KRAS	SLC4A2	1.0	BioGRID
KRAS	SLC4A7	1.0	BioGRID
KRAS	SLC5A3	1.0	BioGRID
KRAS	SLC6A15	1.0	BioGRID
KRAS	SLC6A8	1.0	BioGRID
KRAS	SLC7A1	1.0	BioGRID
KRAS	SLC7A11	1.0	BioGRID
KRAS	SLC9A1	1.0	BioGRID
KRAS	SNAP23	1.0	BioGRID
KRAS	SNAP47	1.0	BioGRID
KRAS	SNX3	1.0	BioGRID
KRAS	SPECC1	1.0	BioGRID
KRAS	SPRY4	1.0	BioGRID
KRAS	SPTAN1	1.0	BioGRID
KRAS	SPTBN1	1.0	BioGRID
KRAS	SRC	1.0	BioGRID
KRAS	STEAP3	1.0	BioGRID
KRAS	STIM1	1.0	BioGRID
KRAS	STIM2	1.0	BioGRID
KRAS	STOM	1.0	BioGRID
KRAS	STON2	1.0	BioGRID
KRAS	STT3B	1.0	BioGRID
KRAS	STX12	1.0	BioGRID
KRAS	STX7	1.0	BioGRID
KRAS	STXBP3	1.0	BioGRID
KRAS	SYNCRIP	1.0	BioGRID
KRAS	SYTL4	1.0	BioGRID
KRAS	TAOK3	1.0	BioGRID
KRAS	TBC1D10A	1.0	BioGRID
KRAS	TFRC	1.0	BioGRID
KRAS	TIAM1	1.0	BioGRID
KRAS	TMEM237	1.0	BioGRID
KRAS	TMEM51	1.0	BioGRID
KRAS	TMEM87A	1.0	BioGRID
KRAS	TOR1AIP1	1.0	BioGRID
KRAS	TPD52L2	1.0	BioGRID
KRAS	TULP3	1.0	BioGRID
KRAS	UACA	1.0	BioGRID
KRAS	UBXN4	1.0	BioGRID
KRAS	VAMP2	1.0	BioGRID
KRAS	VAMP3	1.0	BioGRID
KRAS	VAMP4	1.0	BioGRID
KRAS	VANGL1	1.0	BioGRID
KRAS	VANGL2	1.0	BioGRID
KRAS	VAPA	1.0	BioGRID
KRAS	VAPB	1.0	BioGRID
KRAS	VPS45	1.0	BioGRID
KRAS	VRK2	1.0	BioGRID
KRAS	WASF2	1.0	BioGRID
KRAS	WDR44	1.0	BioGRID
KRAS	WDR6	1.0	BioGRID
KRAS	YBX1	1.0	BioGRID
KRAS	YES1	1.0	BioGRID
KRAS	YKT6	1.0	BioGRID
KRAS	YWHAB	1.0	BioGRID
KRAS	YWHAE	1.0	BioGRID
KRAS	YWHAG	1.0	BioGRID
KRAS	YWHAQ	1.0	BioGRID
KRAS	YWHAZ	1.0	BioGRID
KRI1	KRR1	1.0	BioGRID
KRI1	LARP7	1.0	BioGRID
KRI1	NIFK	1.0	BioGRID
KRI1	NOP56	1.0	BioGRID
KRI1	NPM1	1.0	BioGRID+IntAct
KRI1	RPL3	1.0	BioGRID
KRI1	RPL31	1.0	BioGRID
KRI1	RPS13	1.0	BioGRID
KRI1	RPS14	1.0	BioGRID
KRI1	RPS16	1.0	BioGRID
KRI1	RPS6	1.0	BioGRID
KRI1	SRSF1	0.48	IntAct
KRI1	ZCRB1	0.64	IntAct
KRIT1	PTGES3	1.0	BioGRID
KRIT1	RAC1	1.0	BioGRID
KRIT1	STK4	1.0	BioGRID
KRR1	LARP7	1.0	BioGRID
KRR1	MAK16	0.53	IntAct
KRR1	MYC	1.0	BioGRID
KRR1	NAT10	1.0	BioGRID
KRR1	NIFK	1.0	BioGRID
KRR1	NOC4L	1.0	BioGRID
KRR1	NOP56	1.0	BioGRID
KRR1	PES1	1.0	BioGRID
KRR1	PPAN	0.53	IntAct
KRR1	REXO4	1.0	BioGRID
KRR1	RPL31	1.0	BioGRID
KRR1	RPL35	1.0	BioGRID
KRR1	RPL7	0.53	IntAct
KRR1	RPL7L1	1.0	BioGRID
KRR1	RPS13	1.0	BioGRID
KRR1	RPS14	1.0	BioGRID
KRR1	RPS2	0.53	IntAct
KRR1	RPS24	1.0	BioGRID
KRR1	RPS3	1.0	BioGRID
KRR1	RPS3A	1.0	BioGRID
KRR1	RPS5	1.0	BioGRID
KRR1	RPS6	1.0	BioGRID
KRR1	RPSA	0.53	IntAct
KRR1	RRP12	1.0	BioGRID
KRR1	RRS1	0.53	IntAct
KRR1	SOX2	1.0	BioGRID
KRR1	SRPK1	1.0	BioGRID
KRR1	SRPK3	1.0	BioGRID+IntAct
KRR1	STAU1	1.0	BioGRID
KRR1	STK4	1.0	BioGRID
KRR1	ZCRB1	0.53	IntAct
KRR1	ZNF346	1.0	BioGRID
KRT1	KRT10	1.0	BioGRID
KRT1	KRT15	0.74	IntAct
KRT1	KRT17	1.0	BioGRID
KRT1	KRT19	1.0	BioGRID
KRT1	KRT2	1.0	BioGRID
KRT1	KRT33B	0.74	IntAct
KRT1	KRT8	1.0	BioGRID
KRT1	MAP1LC3A	0.59	IntAct
KRT1	NUP62	0.74	IntAct
KRT1	PRKCE	1.0	BioGRID
KRT1	STK4	1.0	BioGRID
KRT1	TRIM27	0.6	IntAct
KRT1	VCAM1	0.53	IntAct
KRT1	YAP1	1.0	BioGRID
KRT10	KRT2	1.0	BioGRID
KRT10	MDM2	1.0	BioGRID
KRT10	STK4	1.0	BioGRID
KRT10	TRAF6	1.0	BioGRID
KRT10	VCAM1	0.53	IntAct
KRT13	KRT2	1.0	BioGRID+IntAct
KRT13	KRT6A	0.79	IntAct
KRT13	KRT6C	1.0	BioGRID
KRT13	KRT8	1.0	BioGRID
KRT13	STK4	1.0	BioGRID
KRT15	KRT18	1.0	BioGRID
KRT15	KRT19	1.0	BioGRID
KRT15	KRT2	1.0	BioGRID+IntAct
KRT15	KRT6A	1.0	BioGRID+IntAct
KRT15	KRT6C	1.0	BioGRID
KRT15	KRT75	1.0	BioGRID
KRT15	KRT8	1.0	BioGRID
KRT15	NOC4L	1.0	BioGRID
KRT15	NOD2	1.0	BioGRID
KRT15	PIK3R2	1.0	BioGRID
KRT15	PRPF31	0.81	IntAct
KRT15	PSMA1	1.0	BioGRID
KRT15	PSMC5	1.0	BioGRID
KRT15	RAD51D	0.78	IntAct
KRT15	RCOR3	1.0	BioGRID
KRT15	STK4	1.0	BioGRID
KRT15	TCHP	1.0	BioGRID
KRT16	KRT17	1.0	BioGRID
KRT16	KRT2	1.0	BioGRID
KRT16	KRT6A	1.0	BioGRID
KRT16	KRT75	1.0	BioGRID
KRT16	KRT8	1.0	BioGRID
KRT16	TCHP	1.0	BioGRID
KRT16	TRIM47	1.0	BioGRID
KRT16	VIM	1.0	BioGRID
KRT16	YAP1	1.0	BioGRID
KRT17	KRT18	1.0	BioGRID
KRT17	KRT19	1.0	BioGRID
KRT17	KRT2	1.0	BioGRID
KRT17	KRT6A	1.0	BioGRID
KRT17	KRT6C	1.0	BioGRID
KRT17	KRT75	1.0	BioGRID
KRT17	KRT8	1.0	BioGRID
KRT17	OBSL1	1.0	BioGRID
KRT17	STAT3	1.0	BioGRID
KRT17	TRIM21	1.0	BioGRID
KRT17	TRIM47	1.0	BioGRID
KRT17	VIM	1.0	BioGRID
KRT18	KRT19	1.0	BioGRID
KRT18	KRT2	1.0	BioGRID
KRT18	KRT6A	1.0	BioGRID
KRT18	KRT6C	1.0	BioGRID
KRT18	KRT75	1.0	BioGRID
KRT18	KRT8	1.0	BioGRID+IntAct
KRT18	LILRB3	0.43	IntAct
KRT18	MAP1B	1.0	BioGRID
KRT18	MCC	1.0	BioGRID
KRT18	MYC	1.0	BioGRID
KRT18	NEFL	1.0	BioGRID
KRT18	NEFM	1.0	BioGRID
KRT18	NES	1.0	BioGRID
KRT18	PDE4DIP	0.44	IntAct
KRT18	PLEC	1.0	BioGRID
KRT18	PML	1.0	BioGRID
KRT18	PNN	1.0	BioGRID
KRT18	POT1	0.49	IntAct
KRT18	RCHY1	1.0	BioGRID
KRT18	RNF4	1.0	BioGRID
KRT18	SEC16A	1.0	BioGRID
KRT18	STK4	1.0	BioGRID
KRT18	SYCE1	0.56	IntAct
KRT18	TCHP	1.0	BioGRID
KRT18	TRADD	1.0	BioGRID
KRT18	VCAM1	0.53	IntAct
KRT18	VIM	1.0	BioGRID
KRT18	YWHAG	1.0	BioGRID+IntAct
KRT18	YWHAQ	1.0	BioGRID
KRT19	KRT2	1.0	BioGRID+IntAct
KRT19	KRT6A	1.0	BioGRID
KRT19	KRT6C	1.0	BioGRID
KRT19	KRT75	1.0	BioGRID
KRT19	KRT77	1.0	BioGRID
KRT19	KRT8	1.0	BioGRID
KRT19	PCM1	1.0	BioGRID
KRT19	PNN	1.0	BioGRID
KRT19	RAC1	1.0	BioGRID
KRT19	SMARCE1	1.0	BioGRID
KRT19	SNAPIN	1.0	BioGRID
KRT19	TCHP	1.0	BioGRID
KRT19	TNIP2	1.0	BioGRID
KRT19	VIM	1.0	BioGRID
KRT2	KRT31	0.81	IntAct
KRT2	KRT38	1.0	BioGRID+IntAct
KRT2	KRT40	0.81	IntAct
KRT2	MAP1LC3B	1.0	BioGRID
KRT2	MYC	1.0	BioGRID
KRT2	RC3H1	1.0	BioGRID
KRT2	STK4	1.0	BioGRID
KRT2	TRIM37	1.0	BioGRID
KRT31	KRT6A	0.83	IntAct
KRT31	KRT8	1.0	BioGRID
KRT31	KRT85	1.0	BioGRID
KRT31	LENG1	1.0	BioGRID
KRT31	NES	1.0	BioGRID
KRT31	PKN3	1.0	BioGRID
KRT31	PKP2	1.0	BioGRID
KRT31	PRPF31	1.0	BioGRID
KRT31	TXLNA	1.0	BioGRID
KRT33B	KRT75	1.0	BioGRID
KRT33B	KRT8	1.0	BioGRID
KRT33B	KRT85	1.0	BioGRID
KRT34	KRT8	1.0	BioGRID
KRT34	KRT85	1.0	BioGRID
KRT34	TXLNA	1.0	BioGRID
KRT34	ZNF581	0.56	IntAct
KRT36	KRT8	0.56	IntAct
KRT38	KRT6A	1.0	BioGRID+IntAct
KRT38	KRT75	1.0	BioGRID
KRT38	KRT8	1.0	BioGRID
KRT38	KRT85	1.0	BioGRID
KRT38	MAGEB4	1.0	BioGRID
KRT38	PIK3R2	1.0	BioGRID
KRT38	PSMC5	1.0	BioGRID
KRT38	TXLNA	1.0	BioGRID
KRT38	TXLNB	1.0	BioGRID
KRT38	TXNDC5	1.0	BioGRID
KRT40	KRT6A	0.87	IntAct
KRT40	KRT8	1.0	BioGRID
KRT40	NDEL1	1.0	BioGRID
KRT40	PRPF31	0.72	IntAct
KRT40	PSMC5	1.0	BioGRID
KRT40	TEAD4	1.0	BioGRID
KRT40	TRAF4	1.0	BioGRID
KRT40	TXLNA	1.0	BioGRID
KRT6A	TCHP	1.0	BioGRID
KRT6A	TFIP11	0.79	IntAct
KRT6A	TRIM23	0.72	IntAct
KRT6A	TRIM54	0.86	IntAct
KRT75	KRT8	1.0	BioGRID
KRT75	TBC1D1	0.56	IntAct
KRT75	VIM	1.0	BioGRID
KRT75	WWOX	1.0	BioGRID
KRT75	ZNF76	0.56	IntAct
KRT77	STK4	1.0	BioGRID
KRT77	YWHAZ	1.0	BioGRID
KRT8	LILRB3	0.43	IntAct
KRT8	MAPK14	1.0	BioGRID
KRT8	NEFM	1.0	BioGRID
KRT8	NES	1.0	BioGRID
KRT8	PLEC	1.0	BioGRID
KRT8	PNN	1.0	BioGRID
KRT8	PPL	1.0	BioGRID
KRT8	RCHY1	1.0	BioGRID
KRT8	SFN	1.0	BioGRID
KRT8	TCHP	1.0	BioGRID
KRT8	TRAF6	1.0	BioGRID
KRT8	VIM	1.0	BioGRID
KRT8	YWHAE	1.0	BioGRID
KRT8	YWHAG	1.0	BioGRID
KRT8	YWHAQ	1.0	BioGRID
KRT8	YWHAZ	1.0	BioGRID
KRT85	LHX8	0.56	IntAct
KRT9	RC3H1	1.0	BioGRID
KRT9	STK4	1.0	BioGRID
KRT9	TP53	1.0	BioGRID
KRTAP10-7	KRTAP5-9	1.0	BioGRID
KRTAP10-7	RPF1	1.0	BioGRID
KRTAP10-7	TOR1A	0.72	IntAct
KRTAP10-7	TREX1	0.72	IntAct
KRTAP10-8	MEIS2	0.56	IntAct
KRTAP10-8	PRPF31	0.81	IntAct
KRTAP10-9	KRTAP5-6	1.0	BioGRID
KRTAP10-9	PRPF31	0.72	IntAct
KRTAP12-3	LNX1	0.56	IntAct
KRTAP5-6	RGS19	0.56	IntAct
KRTAP5-9	NUFIP2	1.0	BioGRID
KRTAP5-9	SDC3	0.81	IntAct
KRTAP6-3	LCE1C	0.56	IntAct
KSR1	LIMA1	0.51	IntAct
KSR1	MAP2K1	1.0	BioGRID+IntAct
KSR1	MAP2K2	1.0	BioGRID+IntAct
KSR1	MARK3	1.0	BioGRID
KSR1	PJA2	1.0	BioGRID
KSR1	PPP2R2A	0.53	IntAct
KSR1	PRMT2	0.53	IntAct
KSR1	VRK2	0.65	IntAct
KSR1	YWHAB	1.0	BioGRID
KSR1	YWHAE	1.0	BioGRID
KSR1	YWHAG	1.0	BioGRID
KSR1	YWHAH	1.0	BioGRID
KSR1	YWHAQ	1.0	BioGRID
KSR1	YWHAZ	1.0	BioGRID
KSR2	MAP2K1	1.0	BioGRID+IntAct
KSR2	MAP2K2	1.0	BioGRID+IntAct
KSR2	PDRG1	0.53	IntAct
KSR2	PFDN6	0.53	IntAct
KSR2	PIH1D1	0.53	IntAct
KSR2	PJA2	1.0	BioGRID
KSR2	POLR2E	0.53	IntAct
KSR2	POLR3A	0.53	IntAct
KSR2	PPP5C	0.53	IntAct
KSR2	RPAP3	0.53	IntAct
KSR2	URI1	0.53	IntAct
KSR2	USP9X	0.53	IntAct
KSR2	YWHAB	0.53	IntAct
KSR2	YWHAE	1.0	BioGRID+IntAct
KSR2	YWHAG	1.0	BioGRID+IntAct
KSR2	YWHAH	0.53	IntAct
KSR2	YWHAQ	0.53	IntAct
KSR2	YWHAZ	0.53	IntAct
KTN1	LAMP1	1.0	BioGRID
KTN1	LRRC59	1.0	BioGRID
KTN1	NPM1	1.0	BioGRID
KTN1	PDZD8	1.0	BioGRID
KTN1	PRMT1	1.0	BioGRID
KTN1	PSMD7	1.0	BioGRID
KTN1	RAB7A	1.0	BioGRID
KTN1	RHOA	1.0	BioGRID
KTN1	RHOG	1.0	BioGRID
KTN1	RPA3	1.0	BioGRID
KTN1	SOCS6	1.0	BioGRID
KTN1	STAU1	1.0	BioGRID
KTN1	STK4	1.0	BioGRID
KXD1	MAP1LC3B	1.0	BioGRID
KXD1	PSMC3	0.53	IntAct
KXD1	RAB9A	1.0	BioGRID
KXD1	RABGEF1	1.0	BioGRID
KXD1	SNAPIN	1.0	BioGRID
KXD1	TPM1	1.0	BioGRID+IntAct
KXD1	TPM3	1.0	BioGRID+IntAct
KXD1	TRIML2	0.53	IntAct
KXD1	WTAP	1.0	BioGRID
L3HYPDH	RPS14	0.53	IntAct
L3HYPDH	UTRN	0.64	IntAct
L3MBTL3	P4HA1	1.0	BioGRID
L3MBTL3	PHF21A	1.0	BioGRID
L3MBTL3	SAMD1	1.0	BioGRID
L3MBTL3	SFMBT1	1.0	BioGRID
L3MBTL3	SFMBT2	1.0	BioGRID
L3MBTL3	SOX2	1.0	BioGRID
L3MBTL3	ZNF76	0.56	IntAct
LACC1	LYG2	0.53	IntAct
LACC1	ORC4	0.59	IntAct
LACC1	OSER1	0.62	IntAct
LACC1	PALM2AKAP2	0.53	IntAct
LACC1	PKP3	0.53	IntAct
LACC1	SELENBP1	0.53	IntAct
LACC1	SERPINB5	0.64	IntAct
LACC1	SIN3A	0.64	IntAct
LACC1	SNX8	0.53	IntAct
LACC1	SUDS3	0.53	IntAct
LACC1	TSNAX	0.53	IntAct
LACC1	VSIG8	0.53	IntAct
LACC1	ZBTB10	0.53	IntAct
LACRT	NEUROD1	0.53	IntAct
LACRT	PCK2	0.53	IntAct
LACRT	PCYOX1L	0.53	IntAct
LACRT	PLXNA2	0.53	IntAct
LACRT	PPP1R3C	0.53	IntAct
LACRT	PRAP1	0.53	IntAct
LACRT	RSPO1	0.53	IntAct
LACRT	SDC1	1.0	BioGRID
LACRT	SMAD3	0.53	IntAct
LACRT	THUMPD2	0.53	IntAct
LACTB	LONP1	1.0	BioGRID
LACTB	SFXN1	1.0	BioGRID
LACTB	SLC25A12	1.0	BioGRID
LACTB	STK4	1.0	BioGRID
LACTB	TP53	1.0	BioGRID
LACTB	UBC	1.0	BioGRID
LACTB2	OGA	0.4	IntAct
LAGE3	NUP43	0.64	IntAct
LAGE3	OSGEP	1.0	BioGRID+IntAct
LAGE3	PNMA1	0.56	IntAct
LAGE3	POP7	1.0	BioGRID
LAGE3	PRAME	1.0	BioGRID
LAGE3	TP53RK	1.0	BioGRID+IntAct
LAGE3	TPRKB	1.0	BioGRID
LAMA1	LGALS3	0.64	IntAct
LAMA1	UBC	1.0	BioGRID
LAMA3	SDC2	1.0	BioGRID
LAMA3	SPINK4	0.53	IntAct
LAMA5	LAMC1	1.0	BioGRID
LAMA5	OS9	0.53	IntAct
LAMB1	LAMC1	1.0	BioGRID
LAMB1	LGALS3	0.64	IntAct
LAMB1	OS9	0.53	IntAct
LAMB1	PSG8	0.53	IntAct
LAMB1	SERPINA12	0.71	IntAct
LAMB1	TGFB1	1.0	BioGRID
LAMB1	TPM3	1.0	BioGRID
LAMB2	PLAUR	0.53	IntAct
LAMB2	PRNP	1.0	BioGRID
LAMC1	LGALS3	1.0	BioGRID
LAMC1	PNLIP	0.53	IntAct
LAMC1	PRNP	1.0	BioGRID
LAMC1	PSMC5	1.0	BioGRID
LAMC1	SNAPIN	1.0	BioGRID+IntAct
LAMC1	SNX2	0.44	IntAct
LAMC1	TGFB1	0.53	IntAct
LAMC1	TXLNB	0.53	IntAct
LAMC1	UBC	1.0	BioGRID
LAMP1	LAMP2	1.0	BioGRID
LAMP1	LEMD3	1.0	BioGRID+IntAct
LAMP1	LGALS1	0.64	IntAct
LAMP1	LGALS3	1.0	BioGRID
LAMP1	LLGL1	1.0	BioGRID
LAMP1	LMAN1	1.0	BioGRID
LAMP1	LRBA	1.0	BioGRID
LAMP1	LRRC59	1.0	BioGRID
LAMP1	LSR	1.0	BioGRID
LAMP1	MAP1LC3B	1.0	BioGRID
LAMP1	MARCKSL1	1.0	BioGRID
LAMP1	MARK2	1.0	BioGRID
LAMP1	MARK3	1.0	BioGRID
LAMP1	MCAM	1.0	BioGRID
LAMP1	MPP7	1.0	BioGRID
LAMP1	NCR3LG1	1.0	BioGRID
LAMP1	NDRG1	1.0	BioGRID
LAMP1	NISCH	1.0	BioGRID
LAMP1	NOS1AP	1.0	BioGRID
LAMP1	NOTCH1	1.0	BioGRID
LAMP1	NOTCH2	1.0	BioGRID
LAMP1	NUMB	1.0	BioGRID
LAMP1	NUP205	1.0	BioGRID
LAMP1	OCLN	1.0	BioGRID
LAMP1	PACSIN2	1.0	BioGRID
LAMP1	PAK4	1.0	BioGRID
LAMP1	PDIA4	1.0	BioGRID
LAMP1	PDXDC1	1.0	BioGRID
LAMP1	PDZD8	1.0	BioGRID
LAMP1	PEAK1	1.0	BioGRID
LAMP1	PGRMC2	1.0	BioGRID
LAMP1	PIK3R1	1.0	BioGRID
LAMP1	PIK3R2	1.0	BioGRID
LAMP1	PIK3R3	1.0	BioGRID
LAMP1	PKP2	1.0	BioGRID
LAMP1	PLAA	0.53	IntAct
LAMP1	PLEKHA1	1.0	BioGRID
LAMP1	PPFIBP1	1.0	BioGRID
LAMP1	PRKAR2A	1.0	BioGRID
LAMP1	PTPN1	1.0	BioGRID
LAMP1	PTPN13	1.0	BioGRID
LAMP1	RAB1A	1.0	BioGRID
LAMP1	RAB4A	0.53	IntAct
LAMP1	RAB7A	1.0	BioGRID
LAMP1	RABL3	1.0	BioGRID
LAMP1	RARS1	0.53	IntAct
LAMP1	RELL1	1.0	BioGRID
LAMP1	RICTOR	1.0	BioGRID
LAMP1	ROCK1	1.0	BioGRID
LAMP1	ROCK2	1.0	BioGRID
LAMP1	RPN2	1.0	BioGRID
LAMP1	SCAMP1	1.0	BioGRID
LAMP1	SCFD1	1.0	BioGRID
LAMP1	SEC22B	1.0	BioGRID
LAMP1	SLC1A5	1.0	BioGRID
LAMP1	SLC20A2	1.0	BioGRID
LAMP1	SLC29A1	1.0	BioGRID
LAMP1	SLC30A1	1.0	BioGRID
LAMP1	SLC38A2	1.0	BioGRID
LAMP1	SLC38A7	0.53	IntAct
LAMP1	SLC39A14	1.0	BioGRID
LAMP1	SLC4A7	1.0	BioGRID
LAMP1	SLC6A15	1.0	BioGRID
LAMP1	SNAP23	1.0	BioGRID
LAMP1	SNAP29	1.0	BioGRID
LAMP1	SNX3	1.0	BioGRID
LAMP1	SNX5	1.0	BioGRID
LAMP1	SNX6	1.0	BioGRID
LAMP1	SPRY4	1.0	BioGRID
LAMP1	STEAP3	1.0	BioGRID
LAMP1	STIM1	1.0	BioGRID
LAMP1	STK17B	0.53	IntAct
LAMP1	STT3B	1.0	BioGRID
LAMP1	STX12	1.0	BioGRID
LAMP1	STX5	1.0	BioGRID
LAMP1	STX7	1.0	BioGRID
LAMP1	TBC1D22B	1.0	BioGRID
LAMP1	TFRC	1.0	BioGRID
LAMP1	TMEM106B	1.0	BioGRID
LAMP1	TMEM87A	1.0	BioGRID
LAMP1	TMPO	1.0	BioGRID
LAMP1	TMX1	1.0	BioGRID
LAMP1	TOR1AIP1	1.0	BioGRID
LAMP1	TRIP11	1.0	BioGRID
LAMP1	TRPM7	1.0	BioGRID
