nodeA	nodeB	weight	sources
CSNK2B	RPS6KB1	1.0	BioGRID
CSNK2B	RPS6KB2	1.0	BioGRID+IntAct
CSNK2B	RSRC1	1.0	BioGRID
CSNK2B	RYBP	1.0	BioGRID
CSNK2B	SHANK3	1.0	BioGRID+IntAct
CSNK2B	SIRT1	1.0	BioGRID
CSNK2B	SMG6	1.0	BioGRID
CSNK2B	SNX2	0.44	IntAct
CSNK2B	SSRP1	1.0	BioGRID
CSNK2B	SUPT16H	1.0	BioGRID
CSNK2B	SUZ12	1.0	BioGRID
CSNK2B	TAF1D	1.0	BioGRID
CSNK2B	TCOF1	1.0	BioGRID
CSNK2B	TFAP2A	1.0	BioGRID
CSNK2B	TNFAIP1	1.0	BioGRID
CSNK2B	TOP2A	1.0	BioGRID
CSNK2B	TOP2B	1.0	BioGRID
CSNK2B	TP53	1.0	BioGRID
CSNK2B	TRIB3	1.0	BioGRID
CSNK2B	UBE2O	1.0	BioGRID
CSNK2B	VCAM1	0.53	IntAct
CSNK2B	VSX1	0.53	IntAct
CSNK2B	WEE1	1.0	BioGRID
CSNK2B	XPC	1.0	BioGRID
CSNK2B	YAF2	1.0	BioGRID+IntAct
CSNK2B	ZC3H4	1.0	BioGRID
CSNK2B	ZNF687	1.0	BioGRID
CSNK2B	ZSCAN5A	0.53	IntAct
CSPG4	FGF2	1.0	BioGRID
CSPG4	FGFR3	1.0	BioGRID
CSPG4	LGALS3	0.64	IntAct
CSPG4	LGALS8	0.53	IntAct
CSRNP1	PPP1CA	1.0	BioGRID+IntAct
CSRNP1	PPP1CB	1.0	BioGRID
CSRNP1	PPP1CC	1.0	BioGRID
CSRNP2	PPP1CA	1.0	BioGRID+IntAct
CSRNP2	PPP1CC	1.0	BioGRID
CSRP1	EGFR	0.55	IntAct
CSRP1	STK4	1.0	BioGRID
CST1	CST4	1.0	BioGRID+IntAct
CST1	CTSH	0.53	IntAct
CST1	CTSL	0.64	IntAct
CST1	CTSV	0.53	IntAct
CST1	DDX31	0.53	IntAct
CST1	GKN1	0.53	IntAct
CST1	GTF2B	0.53	IntAct
CST1	NDUFA13	0.53	IntAct
CST1	PLEKHG6	0.53	IntAct
CST1	RHOBTB1	0.53	IntAct
CST1	SNRPF	0.53	IntAct
CST1	UBTD2	0.53	IntAct
CST1	UQCRQ	0.53	IntAct
CST2	DDX31	0.53	IntAct
CST2	GTF2B	0.53	IntAct
CST2	KIR2DS2	0.53	IntAct
CST2	NPB	0.53	IntAct
CST2	RHOBTB1	0.53	IntAct
CST2	TSFM	0.53	IntAct
CST2	UCP2	0.53	IntAct
CST2	ZNF491	0.53	IntAct
CST3	CTSB	1.0	BioGRID
CST3	DDX31	0.53	IntAct
CST3	FAM20C	0.44	IntAct
CST4	DDX31	0.53	IntAct
CST4	GKN1	0.53	IntAct
CST4	GTF2B	0.53	IntAct
CST4	HBM	0.53	IntAct
CST4	KIR2DS2	0.53	IntAct
CST4	NPB	0.53	IntAct
CST4	PLEKHG6	0.53	IntAct
CST4	RHOBTB1	0.53	IntAct
CST4	SNRPF	0.53	IntAct
CST4	TSFM	0.53	IntAct
CST4	UBTD2	0.53	IntAct
CST4	UCP2	0.53	IntAct
CST4	UQCRQ	0.53	IntAct
CST4	ZNF491	0.53	IntAct
CST6	DNAAF19	0.53	IntAct
CST6	SINHCAF	0.53	IntAct
CST6	ZSCAN12	0.53	IntAct
CST7	CTSL	0.53	IntAct
CST7	POTEE	0.53	IntAct
CST7	STK32A	0.4	IntAct
CST7	TPT1	0.53	IntAct
CSTA	CTSB	1.0	BioGRID
CSTA	CTSH	1.0	BioGRID
CSTA	CTSL	1.0	BioGRID
CSTA	CUL2	1.0	BioGRID
CSTA	DSP	1.0	BioGRID
CSTA	TOPBP1	1.0	BioGRID
CSTA	ZIC1	0.53	IntAct
CSTB	CTSB	1.0	BioGRID
CSTB	CTSH	1.0	BioGRID
CSTB	TOPBP1	1.0	BioGRID
CSTF1	CSTF2	1.0	BioGRID
CSTF1	CSTF2T	1.0	BioGRID+IntAct
CSTF1	CSTF3	1.0	BioGRID
CSTF1	POLR2A	1.0	BioGRID
CSTF1	SNRPN	0.53	IntAct
CSTF1	TOLLIP	1.0	BioGRID+IntAct
CSTF1	VCP	1.0	BioGRID
CSTF1	ZBED1	0.53	IntAct
CSTF2	CSTF2T	1.0	BioGRID
CSTF2	CSTF3	1.0	BioGRID
CSTF2	DDX1	1.0	BioGRID
CSTF2	EIF4B	1.0	BioGRID
CSTF2	HDHD3	0.56	IntAct
CSTF2	POLR2A	1.0	BioGRID
CSTF2	SLC30A4	1.0	BioGRID
CSTF2	SUB1	1.0	BioGRID
CSTF2	UBQLN2	1.0	BioGRID
CSTF2T	CSTF3	1.0	BioGRID+IntAct
CSTF2T	FANCG	0.53	IntAct
CSTF2T	FIP1L1	1.0	BioGRID
CSTF2T	RFX5	0.53	IntAct
CSTF2T	UBQLN2	1.0	BioGRID
CSTF3	FIP1L1	1.0	BioGRID
CSTF3	GTF2E2	0.53	IntAct
CSTF3	HSPA8	1.0	BioGRID
CSTF3	POLR2A	1.0	BioGRID
CSTF3	PPIA	1.0	BioGRID
CT55	MRRF	0.53	IntAct
CT55	NOPCHAP1	0.53	IntAct
CT55	SYNM	0.53	IntAct
CT55	VPS16	0.53	IntAct
CT55	VPS18	0.53	IntAct
CTAGE1	MIA2	0.53	IntAct
CTBP1	CTBP2	1.0	BioGRID+IntAct
CTBP1	CTNNB1	1.0	BioGRID
CTBP1	CUL4B	1.0	BioGRID
CTBP1	DCAF7	1.0	BioGRID
CTBP1	DMRTB1	1.0	BioGRID
CTBP1	DYRK1A	1.0	BioGRID
CTBP1	E2F4	1.0	BioGRID
CTBP1	E2F7	1.0	BioGRID
CTBP1	EHMT1	1.0	BioGRID+IntAct
CTBP1	EHMT2	1.0	BioGRID
CTBP1	EP300	1.0	BioGRID
CTBP1	ESR1	1.0	BioGRID
CTBP1	FANCA	1.0	BioGRID
CTBP1	FANCG	1.0	BioGRID
CTBP1	FBXO11	1.0	BioGRID
CTBP1	FOXO3	1.0	BioGRID
CTBP1	FOXP1	1.0	BioGRID
CTBP1	FOXP2	1.0	BioGRID
CTBP1	HDAC1	1.0	BioGRID
CTBP1	HDAC2	1.0	BioGRID
CTBP1	HDAC9	1.0	BioGRID
CTBP1	HEMGN	1.0	BioGRID+IntAct
CTBP1	HERC5	1.0	BioGRID
CTBP1	HIC2	1.0	BioGRID
CTBP1	IGFBP1	0.53	IntAct
CTBP1	IKZF1	1.0	BioGRID
CTBP1	JUN	1.0	BioGRID
CTBP1	KAT2B	1.0	BioGRID
CTBP1	KDM1A	1.0	BioGRID
CTBP1	KDM2B	1.0	BioGRID
CTBP1	KMT2A	1.0	BioGRID
CTBP1	LCOR	1.0	BioGRID+IntAct
CTBP1	LCORL	1.0	BioGRID+IntAct
CTBP1	MDM2	1.0	BioGRID
CTBP1	NCOR2	1.0	BioGRID
CTBP1	NOL4	1.0	BioGRID+IntAct
CTBP1	NOL4L	1.0	BioGRID+IntAct
CTBP1	NRIP1	1.0	BioGRID
CTBP1	PNN	1.0	BioGRID
CTBP1	RB1	1.0	BioGRID+IntAct
CTBP1	RBBP8	1.0	BioGRID
CTBP1	RBL1	0.53	IntAct
CTBP1	RBM14	1.0	BioGRID+IntAct
CTBP1	RCOR1	1.0	BioGRID+IntAct
CTBP1	RCOR2	0.53	IntAct
CTBP1	RREB1	1.0	BioGRID
CTBP1	SATB1	1.0	BioGRID
CTBP1	SFPQ	1.0	BioGRID
CTBP1	SMAD6	1.0	BioGRID
CTBP1	SNRPN	1.0	BioGRID
CTBP1	SP1	1.0	BioGRID
CTBP1	SPEN	1.0	BioGRID
CTBP1	TBP	1.0	BioGRID
CTBP1	TCF4	1.0	BioGRID
CTBP1	TCF7L2	1.0	BioGRID
CTBP1	TFAP4	1.0	BioGRID
CTBP1	TGIF1	1.0	BioGRID+IntAct
CTBP1	THAP11	1.0	BioGRID+IntAct
CTBP1	TOR2A	0.53	IntAct
CTBP1	TRPS1	1.0	BioGRID
CTBP1	TSHZ3	1.0	BioGRID
CTBP1	WDCP	0.73	IntAct
CTBP1	WIZ	1.0	BioGRID+IntAct
CTBP1	ZEB1	1.0	BioGRID+IntAct
CTBP1	ZEB2	1.0	BioGRID+IntAct
CTBP1	ZNF217	1.0	BioGRID+IntAct
CTBP1	ZNF516	1.0	BioGRID+IntAct
CTBP2	CTNNB1	1.0	BioGRID
CTBP2	CUL4A	1.0	BioGRID
CTBP2	CUL4B	1.0	BioGRID
CTBP2	DCAF7	1.0	BioGRID
CTBP2	DYRK1B	1.0	BioGRID+IntAct
CTBP2	EGLN3	1.0	BioGRID
CTBP2	EHMT2	1.0	BioGRID
CTBP2	EP300	1.0	BioGRID
CTBP2	ESR1	1.0	BioGRID
CTBP2	FHL3	1.0	BioGRID
CTBP2	FOXP1	1.0	BioGRID
CTBP2	FOXP2	1.0	BioGRID
CTBP2	HDAC1	1.0	BioGRID
CTBP2	HDAC2	1.0	BioGRID
CTBP2	HIC2	1.0	BioGRID
CTBP2	IKZF1	1.0	BioGRID
CTBP2	KAT2B	1.0	BioGRID
CTBP2	KDM1A	1.0	BioGRID
CTBP2	LCOR	1.0	BioGRID
CTBP2	LCORL	1.0	BioGRID
CTBP2	MDM2	1.0	BioGRID
CTBP2	MYC	1.0	BioGRID
CTBP2	NFIC	1.0	BioGRID
CTBP2	NOL4	1.0	BioGRID
CTBP2	NOL4L	1.0	BioGRID
CTBP2	NRIP1	1.0	BioGRID
CTBP2	POLR2A	1.0	BioGRID
CTBP2	PPP1R15A	1.0	BioGRID+IntAct
CTBP2	PROX1	1.0	BioGRID+IntAct
CTBP2	RBBP8	1.0	BioGRID+IntAct
CTBP2	RCOR1	1.0	BioGRID
CTBP2	RECQL4	1.0	BioGRID
CTBP2	SERBP1	1.0	BioGRID
CTBP2	SOX13	1.0	BioGRID+IntAct
CTBP2	SOX6	1.0	BioGRID
CTBP2	STUB1	1.0	BioGRID
CTBP2	TGIF1	1.0	BioGRID+IntAct
CTBP2	UBE2I	0.44	IntAct
CTBP2	WIZ	1.0	BioGRID
CTBP2	ZBTB42	1.0	BioGRID
CTBP2	ZEB1	1.0	BioGRID
CTBP2	ZNF217	1.0	BioGRID
CTBS	DEFA1	0.53	IntAct
CTBS	MARVELD2	0.53	IntAct
CTBS	RELB	0.53	IntAct
CTC1	DNAJC7	0.53	IntAct
CTC1	KHDRBS2	0.53	IntAct
CTC1	NELL2	0.53	IntAct
CTC1	STN1	0.88	IntAct
CTC1	TEN1	1.0	BioGRID
CTC1	TFAP4	0.53	IntAct
CTCF	DDX17	1.0	BioGRID
CTCF	DDX21	1.0	BioGRID
CTCF	DDX5	1.0	BioGRID
CTCF	DHX9	1.0	BioGRID
CTCF	FBL	1.0	BioGRID
CTCF	H1-4	0.53	IntAct
CTCF	H2AX	0.53	IntAct
CTCF	HDLBP	1.0	BioGRID
CTCF	HNRNPM	1.0	BioGRID
CTCF	HNRNPU	1.0	BioGRID
CTCF	ILF3	1.0	BioGRID
CTCF	KLF16	1.0	BioGRID
CTCF	LARP7	1.0	BioGRID
CTCF	LMNA	1.0	BioGRID
CTCF	MRPS22	1.0	BioGRID
CTCF	MRPS27	1.0	BioGRID
CTCF	MRPS34	1.0	BioGRID
CTCF	MYBBP1A	1.0	BioGRID
CTCF	NCL	1.0	BioGRID
CTCF	NPM1	1.0	BioGRID
CTCF	PARP1	1.0	BioGRID
CTCF	POLR2A	1.0	BioGRID
CTCF	PTCD3	1.0	BioGRID
CTCF	RAD21	1.0	BioGRID
CTCF	RAD51	1.0	BioGRID
CTCF	RPL10	1.0	BioGRID
CTCF	RPL10A	1.0	BioGRID
CTCF	RPL11	1.0	BioGRID
CTCF	RPL13	1.0	BioGRID
CTCF	RPL13A	1.0	BioGRID
CTCF	RPL14	1.0	BioGRID
CTCF	RPL17	1.0	BioGRID
CTCF	RPL18A	1.0	BioGRID
CTCF	RPL19	1.0	BioGRID
CTCF	RPL23A	1.0	BioGRID
CTCF	RPL26	1.0	BioGRID
CTCF	RPL26L1	1.0	BioGRID
CTCF	RPL27	1.0	BioGRID
CTCF	RPL28	1.0	BioGRID
CTCF	RPL3	1.0	BioGRID
CTCF	RPL30	1.0	BioGRID
CTCF	RPL31	1.0	BioGRID
CTCF	RPL32	1.0	BioGRID
CTCF	RPL34	1.0	BioGRID
CTCF	RPL35	1.0	BioGRID
CTCF	RPL4	1.0	BioGRID
CTCF	RPL5	1.0	BioGRID
CTCF	RPL7	1.0	BioGRID
CTCF	RPL7A	1.0	BioGRID
CTCF	RPL8	1.0	BioGRID
CTCF	RPLP0	1.0	BioGRID
CTCF	RPS11	1.0	BioGRID
CTCF	RPS13	1.0	BioGRID
CTCF	RPS14	1.0	BioGRID
CTCF	RPS15A	1.0	BioGRID
CTCF	RPS16	1.0	BioGRID
CTCF	RPS19	1.0	BioGRID
CTCF	RPS2	1.0	BioGRID
CTCF	RPS20	1.0	BioGRID
CTCF	RPS23	1.0	BioGRID
CTCF	RPS24	1.0	BioGRID
CTCF	RPS26	1.0	BioGRID
CTCF	RPS27	1.0	BioGRID
CTCF	RPS3	1.0	BioGRID
CTCF	RPS3A	1.0	BioGRID
CTCF	RPS4X	1.0	BioGRID
CTCF	RPS5	1.0	BioGRID
CTCF	RPS6	1.0	BioGRID
CTCF	RPS8	1.0	BioGRID
CTCF	RPS9	1.0	BioGRID
CTCF	RPSA	1.0	BioGRID
CTCF	SMAD3	1.0	BioGRID
CTCF	SMARCA4	1.0	BioGRID
CTCF	SMC1A	1.0	BioGRID
CTCF	SUZ12	1.0	BioGRID
CTCF	TFAP4	1.0	BioGRID
CTCF	TOP2A	1.0	BioGRID
CTCF	TRIM25	1.0	BioGRID
CTCF	YBX1	1.0	BioGRID
CTCF	YBX3	1.0	BioGRID
CTCF	ZC3HAV1	1.0	BioGRID
CTCF	ZCRB1	0.53	IntAct
CTCF	ZMYM1	1.0	BioGRID
CTDNEP1	OLFM2	0.53	IntAct
CTDNEP1	SRPRB	0.53	IntAct
CTDNEP1	TLR5	0.53	IntAct
CTDSP1	CTDSP2	0.53	IntAct
CTDSP1	CTDSPL	0.64	IntAct
CTDSP1	FAM118B	0.53	IntAct
CTDSP1	MBP	1.0	BioGRID+IntAct
CTDSP1	PNMA1	1.0	BioGRID
CTDSP1	RAC1	1.0	BioGRID
CTDSP1	SNAI1	1.0	BioGRID
CTDSP1	TUBA1A	0.53	IntAct
CTDSP1	TUBA4A	0.53	IntAct
CTDSP1	TUBB1	0.53	IntAct
CTDSP2	CWC22	0.53	IntAct
CTDSP2	ENDOD1	0.53	IntAct
CTDSP2	POM121	0.53	IntAct
CTDSP2	PRR14	0.53	IntAct
CTDSP2	ZC3H3	0.53	IntAct
CTDSP2	ZMYM6	0.53	IntAct
CTDSPL	MBP	1.0	BioGRID
CTDSPL2	FUS	1.0	BioGRID
CTDSPL2	ILF2	1.0	BioGRID
CTDSPL2	KPNA1	1.0	BioGRID
CTDSPL2	KPNA2	1.0	BioGRID
CTDSPL2	KPNA3	1.0	BioGRID
CTDSPL2	KPNA4	1.0	BioGRID
CTDSPL2	KPNB1	1.0	BioGRID
CTDSPL2	NCOA3	1.0	BioGRID
CTDSPL2	PDIK1L	1.0	BioGRID+IntAct
CTDSPL2	STK35	1.0	BioGRID+IntAct
CTDSPL2	TARDBP	1.0	BioGRID
CTH	GAPDHS	0.4	IntAct
CTLA4	FYN	1.0	BioGRID
CTLA4	PPP2R5A	1.0	BioGRID
CTNNA1	CTNNA2	1.0	BioGRID
CTNNA1	CTNNB1	1.0	BioGRID
CTNNA1	CTNND1	1.0	BioGRID
CTNNA1	DMD	1.0	BioGRID
CTNNA1	ECD	1.0	BioGRID
CTNNA1	EGFR	1.0	BioGRID
CTNNA1	FBXW11	1.0	BioGRID
CTNNA1	FGFR1	1.0	BioGRID
CTNNA1	HERC2	1.0	BioGRID
CTNNA1	IQSEC1	1.0	BioGRID
CTNNA1	JUP	1.0	BioGRID+IntAct
CTNNA1	KRAS	1.0	BioGRID
CTNNA1	MAP4K4	1.0	BioGRID
CTNNA1	MAPRE1	1.0	BioGRID
CTNNA1	MET	1.0	BioGRID
CTNNA1	NAP1L1	1.0	BioGRID
CTNNA1	OCLN	1.0	BioGRID
CTNNA1	PARD3	1.0	BioGRID
CTNNA1	PDLIM7	1.0	BioGRID
CTNNA1	RAC1	1.0	BioGRID
CTNNA1	SCRIB	1.0	BioGRID
CTNNA1	SPTBN1	1.0	BioGRID
CTNNA1	TCF7L2	1.0	BioGRID
CTNNA1	TES	1.0	BioGRID
CTNNA1	TJP1	1.0	BioGRID
CTNNA1	TJP2	1.0	BioGRID
CTNNA1	VCL	1.0	BioGRID
CTNNA2	CTNNB1	1.0	BioGRID
CTNNA2	MAPT	1.0	BioGRID+IntAct
CTNNA3	CTNNB1	1.0	BioGRID+IntAct
CTNNA3	CTNNBIP1	0.53	IntAct
CTNNA3	FAM162A	0.53	IntAct
CTNNA3	GIMAP8	0.53	IntAct
CTNNA3	JUP	1.0	BioGRID
CTNNA3	OSBPL1A	0.53	IntAct
CTNNA3	PRKAA2	0.53	IntAct
CTNNA3	VMA21	0.53	IntAct
CTNNB1	CTNNBIP1	1.0	BioGRID+IntAct
CTNNB1	CTNND1	1.0	BioGRID
CTNNB1	CYLD	1.0	BioGRID
CTNNB1	DDB1	1.0	BioGRID
CTNNB1	DDX1	1.0	BioGRID
CTNNB1	DDX5	1.0	BioGRID
CTNNB1	DHX9	1.0	BioGRID
CTNNB1	DVL1	1.0	BioGRID
CTNNB1	DVL2	1.0	BioGRID
CTNNB1	EGFR	1.0	BioGRID
CTNNB1	EIF4E	1.0	BioGRID
CTNNB1	ELAVL1	1.0	BioGRID
CTNNB1	EMD	1.0	BioGRID
CTNNB1	EP300	1.0	BioGRID
CTNNB1	EP400	1.0	BioGRID
CTNNB1	EPHA2	1.0	BioGRID
CTNNB1	ERBB2	1.0	BioGRID
CTNNB1	EZH2	1.0	BioGRID
CTNNB1	FANCA	1.0	BioGRID
CTNNB1	FBXO45	1.0	BioGRID
CTNNB1	FBXW11	1.0	BioGRID+IntAct
CTNNB1	FBXW2	1.0	BioGRID
CTNNB1	FBXW7	1.0	BioGRID
CTNNB1	FERMT2	1.0	BioGRID
CTNNB1	FGFR1	1.0	BioGRID
CTNNB1	FHL2	1.0	BioGRID
CTNNB1	FLT3	1.0	BioGRID
CTNNB1	FMR1	1.0	BioGRID
CTNNB1	FOXM1	1.0	BioGRID+IntAct
CTNNB1	FUS	1.0	BioGRID
CTNNB1	FYN	1.0	BioGRID
CTNNB1	GID8	1.0	BioGRID
CTNNB1	GSK3A	1.0	BioGRID
CTNNB1	GSK3B	1.0	BioGRID+IntAct
CTNNB1	HDAC1	1.0	BioGRID
CTNNB1	HDAC6	1.0	BioGRID
CTNNB1	HDAC7	1.0	BioGRID
CTNNB1	HERC2	1.0	BioGRID
CTNNB1	HERC5	1.0	BioGRID
CTNNB1	HIF1A	1.0	BioGRID
CTNNB1	HINT1	1.0	BioGRID
CTNNB1	HNF4A	1.0	BioGRID
CTNNB1	HNRNPA1	1.0	BioGRID
CTNNB1	HNRNPA2B1	1.0	BioGRID
CTNNB1	HNRNPK	1.0	BioGRID
CTNNB1	HNRNPM	1.0	BioGRID
CTNNB1	HSP90AA1	1.0	BioGRID
CTNNB1	HSP90AB1	1.0	BioGRID
CTNNB1	HSPA1A	1.0	BioGRID
CTNNB1	HSPA8	1.0	BioGRID
CTNNB1	HSPB1	1.0	BioGRID
CTNNB1	HUWE1	1.0	BioGRID
CTNNB1	IGF2BP2	1.0	BioGRID
CTNNB1	IKBKB	1.0	BioGRID
CTNNB1	IQGAP1	1.0	BioGRID
CTNNB1	IRF2BPL	1.0	BioGRID
CTNNB1	JADE1	1.0	BioGRID
CTNNB1	JOSD2	1.0	BioGRID
CTNNB1	JUP	1.0	BioGRID
CTNNB1	KAT2A	1.0	BioGRID
CTNNB1	KAT2B	1.0	BioGRID
CTNNB1	KMT2A	1.0	BioGRID
CTNNB1	KRAS	1.0	BioGRID
CTNNB1	KRT19	1.0	BioGRID
CTNNB1	LAMP1	1.0	BioGRID
CTNNB1	LATS2	1.0	BioGRID
CTNNB1	LDHB	1.0	BioGRID
CTNNB1	LEF1	1.0	BioGRID
CTNNB1	LMNA	1.0	BioGRID
CTNNB1	LMNB1	1.0	BioGRID
CTNNB1	LRP6	1.0	BioGRID
CTNNB1	LSM12	1.0	BioGRID
CTNNB1	LZTS2	1.0	BioGRID
CTNNB1	MAGI1	1.0	BioGRID
CTNNB1	MAP3K2	1.0	BioGRID
CTNNB1	MAPK8	1.0	BioGRID
CTNNB1	MAPK9	1.0	BioGRID
CTNNB1	MAPRE1	1.0	BioGRID
CTNNB1	MAPT	1.0	BioGRID+IntAct
CTNNB1	MEN1	1.0	BioGRID
CTNNB1	MET	1.0	BioGRID
CTNNB1	MUC1	1.0	BioGRID
CTNNB1	MYC	1.0	BioGRID
CTNNB1	MYH10	1.0	BioGRID
CTNNB1	MYH9	1.0	BioGRID
CTNNB1	NAA10	1.0	BioGRID
CTNNB1	NDRG1	1.0	BioGRID
CTNNB1	NEK2	1.0	BioGRID
CTNNB1	NFKB1	1.0	BioGRID
CTNNB1	NONO	1.0	BioGRID
CTNNB1	NOTCH1	1.0	BioGRID
CTNNB1	NPM1	1.0	BioGRID
CTNNB1	NR4A1	1.0	BioGRID
CTNNB1	NR5A1	1.0	BioGRID
CTNNB1	NTRK1	1.0	BioGRID
CTNNB1	OTUB1	1.0	BioGRID
CTNNB1	PARD3	1.0	BioGRID
CTNNB1	PARP1	1.0	BioGRID
CTNNB1	PECAM1	1.0	BioGRID
CTNNB1	PHF19	1.0	BioGRID
CTNNB1	PIK3R1	1.0	BioGRID
CTNNB1	PITX2	1.0	BioGRID
CTNNB1	PKM	1.0	BioGRID
CTNNB1	PKP2	1.0	BioGRID
CTNNB1	PKP4	1.0	BioGRID
CTNNB1	PLK1	1.0	BioGRID
CTNNB1	PML	1.0	BioGRID
CTNNB1	PPARG	1.0	BioGRID
CTNNB1	PPIA	1.0	BioGRID
CTNNB1	PRKDC	1.0	BioGRID
CTNNB1	PRPF6	1.0	BioGRID
CTNNB1	PSEN1	1.0	BioGRID
CTNNB1	PSMA5	1.0	BioGRID
CTNNB1	PSMD1	1.0	BioGRID
CTNNB1	PSMD4	1.0	BioGRID
CTNNB1	PTPN14	1.0	BioGRID
CTNNB1	PXN	1.0	BioGRID
CTNNB1	RAC1	1.0	BioGRID
CTNNB1	RB1CC1	1.0	BioGRID
CTNNB1	RBBP5	1.0	BioGRID
CTNNB1	RET	1.0	BioGRID
CTNNB1	RHOA	1.0	BioGRID
CTNNB1	RIPK1	1.0	BioGRID
CTNNB1	RNF4	1.0	BioGRID
CTNNB1	RPLP2	1.0	BioGRID
CTNNB1	RPSA	1.0	BioGRID
CTNNB1	RUVBL1	1.0	BioGRID
CTNNB1	RUVBL2	1.0	BioGRID
CTNNB1	RXRA	1.0	BioGRID
CTNNB1	S100A8	1.0	BioGRID
CTNNB1	SATB1	1.0	BioGRID
CTNNB1	SEC62	1.0	BioGRID
CTNNB1	SERBP1	1.0	BioGRID
CTNNB1	SFN	1.0	BioGRID
CTNNB1	SHCBP1	1.0	BioGRID
CTNNB1	SIAH1	1.0	BioGRID
CTNNB1	SIPA1L1	1.0	BioGRID
CTNNB1	SIRT1	1.0	BioGRID
CTNNB1	SKP1	1.0	BioGRID
CTNNB1	SLC30A9	1.0	BioGRID
CTNNB1	SMAD2	1.0	BioGRID
CTNNB1	SMAD3	1.0	BioGRID
CTNNB1	SMAD7	1.0	BioGRID
CTNNB1	SMARCA4	1.0	BioGRID
CTNNB1	SMARCA5	1.0	BioGRID
CTNNB1	SOCS2	1.0	BioGRID
CTNNB1	SOX10	1.0	BioGRID
CTNNB1	SOX2	1.0	BioGRID
CTNNB1	SOX6	1.0	BioGRID
CTNNB1	SP1	1.0	BioGRID
CTNNB1	SQSTM1	1.0	BioGRID
CTNNB1	STIP1	1.0	BioGRID
CTNNB1	STUB1	1.0	BioGRID
CTNNB1	SYNE2	1.0	BioGRID
CTNNB1	TAX1BP3	1.0	BioGRID
CTNNB1	TBL1X	1.0	BioGRID
CTNNB1	TBL1XR1	1.0	BioGRID
CTNNB1	TCF4	1.0	BioGRID
CTNNB1	TCF7	1.0	BioGRID+IntAct
CTNNB1	TCF7L2	1.0	BioGRID+IntAct
CTNNB1	TJP1	1.0	BioGRID
CTNNB1	TLN1	1.0	BioGRID
CTNNB1	TOP2A	1.0	BioGRID
CTNNB1	TRAF6	1.0	BioGRID
CTNNB1	TRIM21	1.0	BioGRID
CTNNB1	TRIM22	1.0	BioGRID
CTNNB1	TRIM26	1.0	BioGRID
CTNNB1	TRRAP	1.0	BioGRID
CTNNB1	TUBB4B	1.0	BioGRID
CTNNB1	TYRO3	1.0	BioGRID
CTNNB1	UBE2S	1.0	BioGRID
CTNNB1	UBE3A	1.0	BioGRID
CTNNB1	UBR5	1.0	BioGRID
CTNNB1	UBTD1	1.0	BioGRID
CTNNB1	USP10	1.0	BioGRID
CTNNB1	USP13	1.0	BioGRID
CTNNB1	USP15	1.0	BioGRID
CTNNB1	USP39	1.0	BioGRID
CTNNB1	USP7	1.0	BioGRID
CTNNB1	USP9X	1.0	BioGRID
CTNNB1	VCL	1.0	BioGRID
CTNNB1	XPO1	1.0	BioGRID
CTNNB1	XRCC5	1.0	BioGRID
CTNNB1	XRCC6	1.0	BioGRID
CTNNB1	YAP1	1.0	BioGRID+IntAct
CTNNB1	YBX1	1.0	BioGRID
CTNNB1	YWHAZ	1.0	BioGRID
CTNNB1	ZBTB33	1.0	BioGRID
CTNNBIP1	JUP	1.0	BioGRID
CTNNBIP1	PNMA2	1.0	BioGRID+IntAct
CTNND1	CTTN	1.0	BioGRID
CTNND1	CUL3	1.0	BioGRID
CTNND1	EGFR	1.0	BioGRID
CTNND1	EIF4G3	1.0	BioGRID
CTNND1	EZR	1.0	BioGRID
CTNND1	FYN	1.0	BioGRID
CTNND1	G3BP1	1.0	BioGRID
CTNND1	GSK3B	1.0	BioGRID
CTNND1	KRAS	1.0	BioGRID
CTNND1	LAMP1	1.0	BioGRID
CTNND1	LCK	1.0	BioGRID
CTNND1	LYN	1.0	BioGRID
CTNND1	MAPK1	1.0	BioGRID
CTNND1	MAPK3	1.0	BioGRID
CTNND1	MAPT	0.42	IntAct
CTNND1	MUC1	1.0	BioGRID
CTNND1	MYC	1.0	BioGRID
CTNND1	NRAS	1.0	BioGRID
CTNND1	OGT	1.0	BioGRID
CTNND1	PSEN1	1.0	BioGRID
CTNND1	PTPN6	1.0	BioGRID
CTNND1	PTPRJ	1.0	BioGRID
CTNND1	RAB11A	1.0	BioGRID
CTNND1	RAB4A	1.0	BioGRID
CTNND1	RAC1	1.0	BioGRID
CTNND1	RET	0.4	IntAct
CTNND1	RHOA	1.0	BioGRID
CTNND1	SNCA	1.0	BioGRID
CTNND1	SPOP	1.0	BioGRID
CTNND1	SQSTM1	1.0	BioGRID
CTNND1	SRC	1.0	BioGRID
CTNND1	VCP	1.0	BioGRID
CTNND1	YAP1	1.0	BioGRID
CTNND1	YES1	1.0	BioGRID
CTNND1	YWHAG	1.0	BioGRID
CTNND1	YWHAH	1.0	BioGRID
CTNND1	ZBTB33	1.0	BioGRID
CTNND2	MAPT	0.42	IntAct
CTPS1	CTPS2	1.0	BioGRID+IntAct
CTPS1	CUL3	1.0	BioGRID
CTPS1	CYLD	1.0	BioGRID
CTPS1	HSPA1A	1.0	BioGRID
CTPS1	KCNA3	1.0	BioGRID
CTPS1	MYC	1.0	BioGRID+IntAct
